timestamp,intensity,occupancy
2025-01-01 00:00:00,24.571846983497196,0.17992036339750755
2025-01-01 00:01:00,31.41489249025996,0.10481115858245724
2025-01-01 00:02:00,27.10699874015732,0.19954309611291454
2025-01-01 00:03:00,17.866603783034627,0.13713262113431468
2025-01-01 00:04:00,36.32968129352767,0.12399778793204694
2025-01-01 00:05:00,26.60556924188973,0.14715873093189327
2025-01-01 00:06:00,37.45694813062144,0.13083294009946048
2025-01-01 00:07:00,27.780090201769674,0.13696946173144448
2025-01-01 00:08:00,41.02965041362728,0.2156035826692136
2025-01-01 00:09:00,35.02026948939439,0.16158559197524566
2025-01-01 00:10:00,33.68684287948121,0.19472196084452398
2025-01-01 00:11:00,25.320830657988044,0.1852748713434631
2025-01-01 00:12:00,23.73059666125494,0.13086745492639767
2025-01-01 00:13:00,34.535525979001505,0.10713957899322094
2025-01-01 00:14:00,29.29965639905667,0.12414735312420944
2025-01-01 00:15:00,28.721903147347014,0.06604232683617826
2025-01-01 00:16:00,21.142334477450767,0.12900368296206247
2025-01-01 00:17:00,34.63731215879291,0.14479092951629352
2025-01-01 00:18:00,30.014229579484056,0.17064668133306854
2025-01-01 00:19:00,25.60231828495474,0.15850881971421873
2025-01-01 00:20:00,25.973167409671923,0.09816991517638178
2025-01-01 00:21:00,28.045501031224497,0.16721417587215173
2025-01-01 00:22:00,31.692945254999007,0.1496450851656354
2025-01-01 00:23:00,41.961826329688634,0.16238736480926336
2025-01-01 00:24:00,34.893680029686735,0.21714430015493857
2025-01-01 00:25:00,23.529573384193757,0.1188363536938514
2025-01-01 00:26:00,38.718561125614656,0.1260581179427681
2025-01-01 00:27:00,30.148416151516653,0.18207947908273045
2025-01-01 00:28:00,34.45353195646585,0.20264658545943326
2025-01-01 00:29:00,37.478220685167344,0.1820817800911721
2025-01-01 00:30:00,26.136456428764042,0.17384588003379653
2025-01-01 00:31:00,31.571359972534335,0.11021203620178632
2025-01-01 00:32:00,37.086495232384266,0.174217096037357
2025-01-01 00:33:00,30.227450403155487,0.1430072381704676
2025-01-01 00:34:00,24.008494276496066,0.15598572220675896
